region_6075047801,98215
region_6075012800,160404
region_6075021400,47768
region_6075025100,129039
region_6075042602,94047
region_6075023001,105563
region_6075030900,267025
region_6075013101,51106
region_6075980300,366235
region_6075022901,46162
region_6075031000,127388
region_6075031202,68533
region_6075047802,81017
region_6075022903,105399
region_6075023200,85619
region_6075042601,55681
region_6075013300,139626
region_6075040200,160226
region_6075013102,30105
region_6075011700,871818
region_6075015200,74044
region_6075033204,29132
region_6075021600,40111
region_6075025300,195463
region_6075023003,35220
region_6075017601,789124
region_6075022902,18652
region_6075060502,82942
region_6075031201,151433
region_6075060700,779161
region_6075021200,44091
region_6075011300,105743
region_6075015600,81344
region_6075980501,74670
region_6075990100,50
region_6075033201,245813
region_6075035300,112402
region_6075025701,93488
region_6075032902,38991
region_6075023400,95232
region_6075013500,93542
region_6075017000,34311
region_6075010800,403065
region_6075020900,204775
region_6075033203,40409
region_6075035100,126158
region_6075031400,154592
region_6075060100,289174
region_6075016900,165375
region_6075033000,150046
region_6075025702,190490
region_6075011100,123271
region_6075032901,82515
region_6075015400,1510977
region_6075021000,15425
region_6075025500,334883
region_6075023102,48328
region_6075023300,37855
region_6075017700,1083134
region_6075013200,81223
region_6075047902,96848
region_6075022803,17319
region_6075031301,43526
region_6075022802,127255
region_6075012902,129080
region_6075042700,151388
region_6075015300,68270
region_6075025200,64009
region_6075021700,76324
region_6075023103,72122
region_6075030800,534843
region_6075021500,69594
region_6075015100,93211
region_6075047901,201074
region_6075060400,139135
region_6075031302,151252
region_6075022801,953414
region_6075012901,65930
region_6075031100,135301
region_6075035400,256491
region_6075980200,43048
region_6075040100,94808
region_6075013000,89890
region_6075016801,212920
region_6075010900,95589
region_6075035202,170496
region_6075020800,140275
region_6075013400,68856
region_6075025401,104077
region_6075980600,21457
region_6075015500,145615
region_6075011000,139189
region_6075032801,81645
region_6075021100,51078
region_6075017101,32960
region_6075033100,88049
region_6075016802,173180
region_6075035201,61585
region_6075025600,87614
region_6075021300,33762
region_6075015700,242302
region_6075011200,84754
region_6075025402,32020
region_6075032802,42693
region_6075025403,105111
region_6075017102,101319
region_6075020402,63673
region_6075012301,101329
region_6075020600,86504
region_6075010700,163160
region_6075030201,98939
region_6075032601,161916
region_6075016600,108565
region_6075020401,79471
region_6075012302,82457
region_6075012100,62847
region_6075016400,46286
region_6075030202,201104
region_6075015900,113862
region_6075025800,113462
region_6075018000,278124
region_6075061500,1924959
region_6075032602,44291
region_6075010500,432700
region_6075061100,117029
region_6075026303,51238
region_6075047702,48980
region_6075010100,786051
region_6075012501,283838
region_6075016000,62632
region_6075026100,1533971
region_6075045100,107791
region_6075026302,104687
region_6075030400,212849
region_6075011800,43441
region_6075030600,84824
region_6075022600,716955
region_6075047701,114964
region_6075012700,67189
region_6075016200,62564
region_6075012502,12771
region_6075010300,62132
region_6075020200,83812
region_6075026301,101801
region_6075017902,85966
region_6075026004,31559
region_6075030302,51594
region_6075025900,27256
region_6075016500,98116
region_6075012000,58487
region_6075012202,82727
region_6075010400,51990
region_6075020500,185821
region_6075026401,43356
region_6075015801,107787
region_6075061400,154804
region_6075030101,203920
region_6075032700,141603
region_6075980900,2131305
region_6075030301,102686
region_6075026403,109671
region_6075020700,12699
region_6075010600,75431
region_6075012201,47125
region_6075016700,106536
region_6075026402,98826
region_6075022704,59263
region_6075015802,57515
region_6075030102,52263
region_6075026002,32679
region_6075045200,164954
region_6075012402,368140
region_6075026200,84890
region_6075016300,48208
region_6075030700,42859
region_6075011902,40423
region_6075061200,191355
region_6075017802,173543
region_6075012601,21675
region_6075047600,130918
region_6075010200,330834
region_6075026003,50405
region_6075020300,230888
region_6075026001,70697
region_6075012401,21451
region_6075020100,319194
region_6075061000,129911
region_6075011901,12766
region_6075021800,46456
region_6075030500,170098
region_6075017801,38036
region_6075026404,13853
region_6075042800,25059
region_6075012602,80248
region_6075022702,56471
region_6075016100,107764
